SchoolCode,SchoolName,SchoolType,Grade,TotalEnrollment,FirstLanguageNotEnglish,PctFirstLanguageNotEnglish,EnglishLanguageLearner,PctEnglishLanguageLearner,StudentsWithDisabilities,PctStudentsWithDisabilities,HighNeeds,PctHighNeeds,EconomicallyDisadvantaged,PctEconomicallyDisadvantaged,TotalNoOfClasses,AverageClassSize,NumberOfStudents,SalaryTotals,AverageSalary,FTECount,InDistrictExpenditures,TotalInDistrictFTEs,AverageInDistrictExpendituresPerPupil,TotalExpenditures,TotalPupilFTEs,AverageExpendituresPerPupil,AccountabilityAndAssistanceLevel,AccountabilityAndAssistanceDescription,SchoolAccountablityPercentile,ProgressAndPerformanceAll,ProgressAndPerformanceHighNeeds,DistrictAccountability,DistrictProgressAndPerformanceAll,DistrictProgressAndPerformanceHighNeeds
880405,Easton Middle School,Public School,"06,07,08",887,31,3.5,0,0,172,19.4,240,27.1,97,10.9,505,18.3,868,19580625,73226,267,44843575.57,3760.7,11924.26,48800124.06,3833.3,12730.58,Level 2,Not meeting gap narrowing goals,86,80,70,Level 2,70,60
880505,Oliver Ames High,Public School,"09,10,11,12",1199,45,3.8,10,0.8,182,15.2,283,23.6,126,10.5,416,19.6,1194,19580625,73226,267,44843575.57,3760.7,11924.26,48800124.06,3833.3,12730.58,Level 2,Not meeting gap narrowing goals,63,81,68,Level 2,70,60
890005,Edgartown Elementary,Public School,"PK,K,01,02,03,04,05,06,07,08",348,95,27.3,55,15.8,79,22.7,180,51.7,96,27.6,253,16.2,360,3417687,87633,39,9138180,353.4,25857.89,10027905,415.7,24122.94,Level 1,2016 Level held harmless,72,66,62,Level 1,66,62
910030,Erving Elementary,Public School,"PK,K,01,02,03,04,05,06",136,0,0,0,0,28,20.6,57,41.9,40,29.4,47,18.4,135,1185748,69342,17,3456087,139.6,24757.07,5013164,259.9,19288.82,Level 2,Not meeting gap narrowing goals,32,46,43,Level 2,46,43
930010,Sumner G. Whittier School,Public School,"K,01,02,03,04,05,06,07,08",595,461,77.5,145,24.4,58,9.7,427,71.8,308,51.8,300,21.7,643,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 1,Meeting gap narrowing goals,59,89,86,Level 2,64,57
930015,Webster School,Public School,"PK,K,01,02,03,04",564,365,64.7,65,11.5,135,23.9,379,67.2,295,52.3,236,15.5,579,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 1,Meeting gap narrowing goals,62,88,,Level 2,64,57
930018,Madeline English School,Public School,"K,01,02,03,04,05,06,07,08",878,474,54,121,13.8,169,19.2,561,63.9,390,44.4,541,20.3,890,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 2,Not meeting gap narrowing goals,46,59,50,Level 2,64,57
930028,George Keverian School,Public School,"K,01,02,03,04,05,06,07,08",942,593,63,134,14.2,133,14.1,614,65.2,456,48.4,530,21.7,944,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 1,Meeting gap narrowing goals,54,76,81,Level 2,64,57
930038,Lafayette School,Public School,"K,01,02,03,04,05,06,07,08",931,501,53.8,151,16.2,179,19.2,616,66.2,443,47.6,564,21,962,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 2,Not meeting gap narrowing goals,49,72,74,Level 2,64,57
930058,Parlin School,Public School,"K,01,02,03,04,05,06,07,08",871,643,73.8,239,27.4,85,9.8,628,72.1,450,51.7,409,23.8,876,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 2,Not meeting gap narrowing goals,30,71,71,Level 2,64,57
930505,Everett High,Public School,"09,10,11,12",2023,1183,58.5,347,17.2,237,11.7,1190,58.8,806,39.8,872,17.1,2003,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,Level 2,Not meeting gap narrowing goals,26,77,57,Level 2,64,57
940010,East Fairhaven,Public School,"PK,K,01,02,03,04,05",436,12,2.8,7,1.6,79,18.1,197,45.2,148,33.9,151,21.9,455,9473021,65648,144,22544466.04,2010.2,11215.04,24755992.58,2055.1,12046.13,Level 2,Not meeting gap narrowing goals,21,36,38,Level 2,66,57
940030,Leroy Wood,Public School,"K,01,02,03,04,05",514,20,3.9,12,2.3,64,12.5,209,40.7,173,33.7,220,21.6,521,9473021,65648,144,22544466.04,2010.2,11215.04,24755992.58,2055.1,12046.13,Level 2,Not meeting gap narrowing goals,61,70,87,Level 2,66,57
940305,Hastings Middle,Public School,"06,07,08",458,20,4.4,6,1.3,55,12,164,35.8,128,27.9,291,17,443,9473021,65648,144,22544466.04,2010.2,11215.04,24755992.58,2055.1,12046.13,Level 2,Not meeting gap narrowing goals,28,62,45,Level 2,66,57
940505,Fairhaven High,Public School,"09,10,11,12",616,14,2.3,5,0.8,74,12,188,30.5,133,21.6,382,15.1,639,9473021,65648,144,22544466.04,2010.2,11215.04,24755992.58,2055.1,12046.13,Level 1,Meeting gap narrowing goals,52,82,82,Level 2,66,57
950005,North End Elementary,Public School,"PK,K,01,02,03,04,05",763,96,12.6,48,6.3,160,21,500,65.5,433,56.7,268,23.1,784,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 2,Not meeting gap narrowing goals,69,81,73,Level 4,50,50
950009,Carlton M. Viveiros Elementary School,Public School,"K,01,02,03,04,05",725,121,16.7,73,10.1,125,17.2,593,81.8,554,76.4,272,21.2,721,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 1,Meeting gap narrowing goals,48,100,100,Level 4,50,50
950011,Mary Fonseca Elementary School,Public School,"K,01,02,03,04,05",713,172,24.1,129,18.1,84,11.8,618,86.7,578,81.1,248,23.6,732,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 4,Among lowest achieving and least improving schools,5,62,66,Level 4,50,50
950013,Letourneau Elementary School,Public School,"PK,K,01,02,03,04,05",597,247,41.4,203,34,79,13.2,473,79.2,419,70.2,220,21.9,606,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 3,Among lowest performing 20% of schools and subgroups,16,75,72,Level 4,50,50
950045,John J Doran,Public School,"PK,K,01,02,03,04,05,06,07,08",546,127,23.3,76,13.9,114,20.9,456,83.5,417,76.4,178,24,555,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 2,Not meeting gap narrowing goals,40,74,84,Level 4,50,50
950065,William S Greene,Public School,"PK,K,01,02,03,04,05",768,117,15.2,58,7.6,140,18.2,564,73.4,513,66.8,276,22,766,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 2,Not meeting gap narrowing goals,27,57,57,Level 4,50,50
950130,Spencer Borden,Public School,"K,01,02,03,04,05",523,55,10.5,26,5,111,21.2,348,66.5,303,57.9,221,20.1,558,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 1,Meeting gap narrowing goals,67,78,88,Level 4,50,50
950140,James Tansey,Public School,"K,01,02,03,04,05",293,13,4.4,7,2.4,33,11.3,150,51.2,133,45.4,96,25.3,303,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 2,Not meeting gap narrowing goals,38,64,68,Level 4,50,50
950145,Samuel Watson,Public School,"K,01,02,03,04,05",304,47,15.5,34,11.2,43,14.1,253,83.2,237,78,104,22.6,294,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 4,Among lowest achieving and least improving schools,11,73,75,Level 4,50,50
950305,Talbot Innovation School,Public School,"06,07,08",546,205,37.5,133,24.4,117,21.4,459,84.1,396,72.5,348,15,598,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 3,Among lowest performing 20% of schools and subgroups,9,53,60,Level 4,50,50
950315,Morton Middle,Public School,"06,07,08",622,100,16.1,34,5.5,141,22.7,445,71.5,391,62.9,267,21.2,632,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 3,Among lowest performing 20% of schools and subgroups,18,59,65,Level 4,50,50
950320,Matthew J Kuss Middle,Public School,"06,07,08",770,127,16.5,40,5.2,153,19.9,500,64.9,457,59.4,285,22.4,736,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 2,Not meeting gap narrowing goals,46,58,60,Level 4,50,50
950340,Stone Day School,Public School,"02,03,04,05,06,07,08",32,3,9.4,1,3.1,31,96.9,32,100,28,87.5,58,5.5,41,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 3,Among lowest performing 20% of schools,1,54,58,Level 4,50,50
950505,B M C Durfee High,Public School,"09,10,11,12",2123,593,27.9,209,9.8,391,18.4,1357,63.9,1172,55.2,970,16.5,2148,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,Level 3,Among lowest performing 20% of schools and subgroups,9,54,45,Level 4,50,50
960005,East Falmouth Elementary,Public School,"PK,K,01,02,03,04",351,12,3.4,4,1.1,77,21.9,190,54.1,146,41.6,88,16.4,378,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 2,Not meeting gap narrowing goals,50,64,60,Level 2,72,67
960015,Teaticket,Public School,"PK,K,01,02,03,04",300,20,6.7,5,1.7,42,14,146,48.7,123,41,97,15.7,317,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 2,Not meeting gap narrowing goals,46,65,63,Level 2,72,67
960020,Mullen-Hall,Public School,"K,01,02,03,04",464,39,8.4,24,5.2,64,13.8,177,38.1,125,26.9,130,18.2,472,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 2,Not meeting gap narrowing goals,48,63,71,Level 2,72,67
960030,North Falmouth Elementary,Public School,"K,01,02,03,04",312,19,6.1,7,2.2,46,14.7,105,33.7,67,21.5,90,18.3,329,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 2,Not meeting gap narrowing goals,67,61,58,Level 2,72,67
960305,Morse Pond School,Public School,"05,06",589,37,6.3,14,2.4,104,17.7,230,39,149,25.3,225,30.8,615,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 2,Not meeting gap narrowing goals,61,69,48,Level 2,72,67
960405,Lawrence,Public School,"07,08",568,31,5.5,11,1.9,115,20.2,215,37.9,141,24.8,366,17.5,574,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 1,Meeting gap narrowing goals,77,89,81,Level 2,72,67
960505,Falmouth High,Public School,"09,10,11,12",882,70,7.9,16,1.8,120,13.6,288,32.7,214,24.3,686,14.4,869,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,Level 1,Meeting gap narrowing goals,61,86,98,Level 2,72,67
970016,Crocker Elementary,Public School,"PK,K,01,02,03,04",642,171,26.6,80,12.5,158,24.6,469,73.1,413,64.3,182,23.4,622,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 1,Meeting gap narrowing goals,52,99,100,Level 3,62,60
970043,Reingold Elementary,Public School,"PK,K,01,02,03,04",622,145,23.3,99,15.9,105,16.9,424,68.2,366,58.8,280,21.6,661,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 3,Among lowest performing 20% of schools,18,87,82,Level 3,62,60
970048,Memorial Intermediate,Public School,"05,06,07,08",716,290,40.5,95,13.3,124,17.3,464,64.8,391,54.6,286,21,720,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 3,Among lowest performing 20% of subgroups,22,61,53,Level 3,62,60
970060,South Street Elementary,Public School,"PK,K,01,02,03,04",677,222,32.8,130,19.2,169,25,537,79.3,444,65.6,269,19.8,681,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 3,Among lowest performing 20% of schools and subgroups,13,88,76,Level 3,62,60
970315,Arthur M Longsjo Middle School,Public School,"05,06,07,08",559,174,31.1,24,4.3,125,22.4,419,75,355,63.5,308,17.2,553,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 2,Not meeting gap narrowing goals,23,74,68,Level 3,62,60
970340,McKay Arts Academy,Public School,"PK,K,01,02,03,04,05,06,07,08",673,199,29.6,69,10.3,140,20.8,459,68.2,376,55.9,303,19.5,678,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 1,2016 Level held harmless,53,68,70,Level 3,62,60
970505,Fitchburg High,Public School,"PK,09,10,11,12",1211,423,34.9,86,7.1,263,21.7,771,63.7,654,54,524,20.3,1365,24850071,70158,354,64710795.27,4937.4,13106.25,78001260.4,5659.1,13783.33,Level 3,Among lowest performing 20% of schools,10,60,51,Level 3,62,60
980005,Abbott Memorial,Public School,"PK,K,01,02,03,04,05,06,07,08",81,0,0,0,0,21,25.9,37,45.7,21,25.9,55,9.4,89,511283,40903,13,1596804,85.1,18763.85,1817974,102,17823.27,Level 2,Not meeting gap narrowing goals,48,61,64,Level 2,61,64
990015,Mabelle M Burrell,Public School,"PK,K,01,02,03,04",311,6,1.9,5,1.6,53,17,78,25.1,36,11.6,84,17.3,322,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,Level 1,Meeting gap narrowing goals,85,89,100,Level 2,61,64
990020,Vincent M Igo Elementary,Public School,"K,01,02,03,04",394,25,6.3,16,4.1,66,16.8,122,31,67,17,116,20.2,415,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,Level 1,2016 Level held harmless,59,54,74,Level 2,61,64
990050,Charles Taylor Elementary,Public School,"K,01,02,03,04",243,9,3.7,8,3.3,38,15.6,60,24.7,25,10.3,80,17.3,242,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,Level 1,Meeting gap narrowing goals,63,76,100,Level 2,61,64
990405,John J Ahern,Public School,"05,06,07,08",816,9,1.1,7,0.9,153,18.8,230,28.2,126,15.4,543,17.8,832,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,Level 2,Not meeting gap narrowing goals,69,62,57,Level 2,61,64
990505,Foxborough High,Public School,"09,10,11,12",837,10,1.2,4,0.5,150,17.9,224,26.8,114,13.6,566,13.6,838,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,Level 2,Not meeting gap narrowing goals,64,74,76,Level 2,61,64
1000006,Brophy,Public School,"K,01,02,03,04,05",515,299,58.1,187,36.3,84,16.3,347,67.4,226,43.9,261,17.2,530,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 3,Among lowest performing 20% of schools and subgroups,7,51,50,Level 3,51,41
1000007,Charlotte A Dunning,Public School,"K,01,02,03,04,05",479,170,35.5,71,14.8,95,19.8,217,45.3,100,20.9,224,18.4,488,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 1,2016 Level held harmless,48,63,71,Level 3,51,41
1000015,Hemenway,Public School,"K,01,02,03,04,05",573,124,21.6,53,9.2,118,20.6,211,36.8,103,18,230,20.3,570,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,Not meeting gap narrowing goals,85,71,66,Level 3,51,41
1000035,Barbieri Elementary,Public School,"K,01,02,03,04,05",692,379,54.8,232,33.5,139,20.1,455,65.8,301,43.5,336,18.3,695,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,2016 Level held harmless,17,58,58,Level 3,51,41
1000039,Potter Road,Public School,"K,01,02,03,04,05",503,228,45.3,105,20.9,84,16.7,252,50.1,126,25,212,19.4,522,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,Not meeting gap narrowing goals,54,61,57,Level 3,51,41
1000045,Mary E Stapleton Elementary,Public School,"K,01,02,03,04,05",393,83,21.1,34,8.7,103,26.2,217,55.2,153,38.9,163,20.6,415,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,2016 Level held harmless,13,46,46,Level 3,51,41
1000050,Miriam F McCarthy School,Public School,"K,01,02,03,04,05",557,160,28.7,69,12.4,182,32.7,367,65.9,274,49.2,278,17.4,589,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 3,Among lowest performing 20% of schools and subgroups,7,31,45,Level 3,51,41
1000055,Woodrow Wilson,Public School,"K,01,02,03,04,05",576,456,79.2,283,49.1,79,13.7,494,85.8,316,54.9,274,18.9,593,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 3,Among lowest performing 20% of schools,6,52,60,Level 3,51,41
1000302,Cameron Middle School,Public School,"06,07,08",546,286,52.4,46,8.4,152,27.8,317,58.1,207,37.9,391,16.4,543,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,Not meeting gap narrowing goals,26,49,49,Level 3,51,41
1000305,Fuller Middle,Public School,"06,07,08",465,252,54.2,150,32.3,111,23.9,319,68.6,197,42.4,341,15.3,503,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 3,Among lowest performing 20% of subgroups,30,71,61,Level 3,51,41
1000310,Walsh Middle,Public School,"06,07,08",724,255,35.2,41,5.7,170,23.5,314,43.4,184,25.4,423,18.2,710,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,Not meeting gap narrowing goals,47,47,53,Level 3,51,41
1000515,Framingham High School,Public School,"09,10,11,12",2102,842,40.1,232,11,313,14.9,839,39.9,478,22.7,930,17,2111,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,Level 2,Not meeting gap narrowing goals,62,78,69,Level 3,51,41
1010010,Jefferson Elementary,Public School,"K,01,02,03,04,05",329,14,4.3,6,1.8,51,15.5,67,20.4,16,4.9,183,16,368,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,83,86,73,Level 2,78,58
1010012,Helen Keller Elementary,Public School,"K,01,02,03,04,05",413,13,3.1,5,1.2,63,15.3,88,21.3,30,7.3,160,22.3,445,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,78,79,71,Level 2,78,58
1010013,J F Kennedy Memorial,Public School,"K,01,02,03,04,05",360,20,5.6,6,1.7,49,13.6,74,20.6,26,7.2,160,19.1,381,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 1,Meeting gap narrowing goals,99,100,84,Level 2,78,58
1010030,Oak Street Elementary,Public School,"K,01,02,03,04,05",413,13,3.1,3,0.7,58,14,90,21.8,35,8.5,186,17.8,415,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 1,Meeting gap narrowing goals,82,78,82,Level 2,78,58
1010032,Parmenter,Public School,"K,01,02,03,04,05",365,28,7.7,12,3.3,28,7.7,96,26.3,64,17.5,152,19.7,375,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,69,71,70,Level 2,78,58
1010035,Davis Thayer,Public School,"K,01,02,03,04,05",272,19,7,13,4.8,42,15.4,83,30.5,47,17.3,111,18.9,268,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,65,79,58,Level 2,78,58
1010040,Annie Sullivan Middle School,Public School,"06,07,08",464,17,3.7,4,0.9,79,17,106,22.8,35,7.5,241,19.3,449,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,71,69,39,Level 2,78,58
1010310,Remington Middle,Public School,"06,07,08",460,35,7.6,10,2.2,90,19.6,125,27.2,48,10.4,254,19.8,487,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,72,61,60,Level 2,78,58
1010405,Horace Mann,Public School,"06,07,08",466,22,4.7,0,0,60,12.9,80,17.2,26,5.6,227,21.5,466,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 2,Not meeting gap narrowing goals,65,65,50,Level 2,78,58
1010505,Franklin High,Public School,"09,10,11,12",1739,73,4.2,10,0.6,221,12.7,302,17.4,102,5.9,859,16.9,1727,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,Level 1,Meeting gap narrowing goals,73,94,86,Level 2,78,58
1030001,Elm Street School,Public School,"02,03,04",579,38,6.6,33,5.7,136,23.5,365,63,306,52.8,107,22.5,608,10876580,61036,178,30664177.6,2426.3,12638.25,33371499.52,2663.3,12530.13,Level 3,Among lowest performing 20% of schools and subgroups,6,43,57,Level 3,43,40
1030405,Gardner Middle School,Public School,"05,06,07",547,42,7.7,23,4.2,128,23.4,329,60.1,265,48.4,308,18.5,532,10876580,61036,178,30664177.6,2426.3,12638.25,33371499.52,2663.3,12530.13,Level 3,Among lowest performing 20% of schools and subgroups,9,33,34,Level 3,43,40
1030505,Gardner High,Public School,"08,09,10,11,12",711,56,7.9,22,3.1,129,18.1,358,50.4,295,41.5,374,15.9,757,10876580,61036,178,30664177.6,2426.3,12638.25,33371499.52,2663.3,12530.13,Level 3,Among lowest performing 20% of schools,20,59,64,Level 3,43,40
1050010,Penn Brook,Public School,"K,01,02,03,04,05,06",697,5,0.7,4,0.6,70,10,125,17.9,65,9.3,107,38.7,729,7349590,66512,111,17682928.5,1469,12037.39,19067348.5,1513.1,12601.51,Level 3,Among lowest performing 20% of subgroups,65,61,78,Level 3,65,76
1050305,Georgetown Middle School,Public School,"07,08",231,0,0,0,0,26,11.3,39,16.9,14,6.1,161,17.4,240,7349590,66512,111,17682928.5,1469,12037.39,19067348.5,1513.1,12601.51,Level 2,Not meeting gap narrowing goals,56,66,47,Level 3,65,76
1050505,Georgetown High School,Public School,"09,10,11,12",411,1,0.2,0,0,56,13.6,84,20.4,42,10.2,312,12.8,404,7349590,66512,111,17682928.5,1469,12037.39,19067348.5,1513.1,12601.51,Level 1,Meeting gap narrowing goals,83,89,,Level 3,65,76
1070010,Beeman Memorial,Public School,"K,01,02,03,04,05",355,55,15.5,41,11.5,48,13.5,200,56.3,159,44.8,73,18.7,346,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,Not meeting gap narrowing goals,31,76,67,Level 2,60,57
1070020,East Gloucester Elementary,Public School,"K,01,02,03,04,05",235,12,5.1,10,4.3,40,17,99,42.1,68,28.9,48,20.8,249,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,Not meeting gap narrowing goals,65,76,74,Level 2,60,57
1070042,Plum Cove School,Public School,"K,01,02,03,04,05",213,6,2.8,5,2.3,38,17.8,90,42.3,60,28.2,48,17.2,206,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 1,Meeting gap narrowing goals,81,79,100,Level 2,60,57
1070045,Veterans Memorial,Public School,"K,01,02,03,04,05",220,29,13.2,29,13.2,71,32.3,153,69.5,110,50,50,17.5,230,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,2016 Level held harmless,14,53,50,Level 2,60,57
1070050,West Parish,Public School,"K,01,02,03,04,05",356,15,4.2,12,3.4,76,21.3,157,44.1,115,32.3,68,18.6,316,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,Low assessment participation (Less than 95%),74,87,86,Level 2,60,57
1070305,Ralph B O'Maley Middle,Public School,"06,07,08",637,43,6.8,16,2.5,144,22.6,288,45.2,199,31.2,327,20.2,618,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,Not meeting gap narrowing goals,38,62,59,Level 2,60,57
1070505,Gloucester High,Public School,"09,10,11,12",818,79,9.7,34,4.2,209,25.6,392,47.9,267,32.6,417,14.9,863,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,Level 2,Not meeting gap narrowing goals,29,73,79,Level 2,60,57
